Anonymized Message,Valence1,Valence2,Arousal1,Arousal2,Predicted Valence,Predicted Arousal
Stupid Frontierville bear scared my cat and it clawed me -.-,4,4,4,5,3.7880000000000003,5.336
loui is great  in bed,6,6,3,1,7.247999999999999,4.352
<PERSON> Shortall <3,6,6,2,2,1.0,1.0
My friends are going back home!!! I'll miss you guys so much!!! :((,4,2,6,8,6.588,4.246
Shout outs to <PERSON> and bro for getting me to airport early-- they're axing the last 24 passengers that checked in due to weight restriction! Holy balls,6,5,5,6,5.339,4.753
Mrs <PERSON> and i are gonna go shopping!!!,6,7,7,7,6.7,4.5440000000000005
shame on the West Indies :-( good luk for T&T :-),5,4,4,4,5.16,4.666666666666666
is having such a great day!! thanks so so much for all of the birthday wishes/blessings/love!!!,7,8,6,8,8.324000000000002,5.173333333333333
"Okay, school being out isn't so bad...... been able to sleep 3 extra hours is AWESOME! Getting up @ 8 am is better than 5!",6,7,5,7,6.374666666666667,5.114666666666667
Need to be extra careful now a days. flu...conjunctive eyes...typhoid .........are the most common results of ignorance :(,4,2,4,4,4.964799999999999,4.34
DOTA DOTA DOTA..hehehehe isshhhh...micro..hmpf...,6,5,5,6,5.0,3.16
is having a MRI done today...she prays 4 a answer 2 her pain and a healn n her body. God Bless FB.,5,5,4,1,5.686857142857143,4.569142857142857
So I finally became a member of facebook. Yay joy lets hear it for what boredome does to our minds....,5,4,3,2,6.944,5.150399999999999
about yo buy my bus tickets back to vt!,6,7,5,5,5.309333333333333,5.088
"I was told today that I have alot of pistures of me up on Facebook.My response to that was,I LOVE MYSELF!...Its true! I can be disliked or hated by anybody,but my head remains high. Deuces",6,7,4,5,6.303272727272728,4.259636363636363
is enjoying her day off!!,7,7,6,5,7.508,5.112
the squirell is dead and im sad :'( lagrima,3,3,4,4,2.108,4.148
What a long day! Birthday parties always drain me. Renting Weeds season 6 and snuggling up with my lovey all night. Ahhh...,6,7,5,5,5.854222222222223,4.906666666666667
Thanks for all the birthday wishes friends..appreciate it...,6,6,3,1,8.402,5.496
"New ideas in the dead of night when dreaming is natural ...\\""""",6,5,3,3,6.24,3.8448
"With so much drama in the LBC, It's kinda hard bein' Snoop D-O double G, But I somehow, some way, keep comin', Up with funky-ass shit like every single day        May I kick a little somethin' for the G's and make a few ends as I, Breeze through two in tha mornin and the party's still jumpin, Cause my mama ain't home.",5,5,4,1,5.23157894736842,4.364210526315789
"Got sent home from work early, now I'm at chillin at home bored and in hella pain. Wish the doctor would have precribed me some pain killers.",4,4,4,1,5.3330909090909095,4.724363636363636
"Sudden change of plans. Some work I was hoping to do for my family got canceled, and that may cost me what I need to get to The Honeypot on the 27th. I should know in the next couple days if I am going thurs or not :/",4,4,3,2,6.336666666666666,5.038666666666667
War on my page. Just need one more person to attack and its over,4,5,2,1,4.577333333333334,5.390666666666666
"So in Ga. there are now a tiny fraction of children who just happened to be in that mystical, magical age range to have woken up in all of the wind we had on chrismas eve and heard the little branches and acorns tapping on the roof and who will swear for the next few years that they HEARD SANTA.  I love it.",6,7,4,3,6.118666666666667,4.010222222222222
"sorry to all the farmvill and mafia players... But, i dont think ill be doing that.",5,3,2,3,4.4224,4.6592
I finally switched to swing.  We'll see if I can sleep at night.,5,5,4,3,6.065333333333334,3.744
Alcohol servers license class  in seaside.  Call <PHONE>,5,5,1,1,5.735999999999999,5.035200000000001
XDDDDDOOOOOOOOXXXXDDDODODOXOOOXOODODOXDX:D:DOX:OD:XO:DOX:DOX::D:DDOOX:DOXD!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6,7,8,9,4.336,4.168000000000001
Give the most perfect and simple situation to <PERSON>,5,5,2,1,6.828,3.668
"((OOC: I'm probably going to work on my sisters house until 9 o'clock for the rest of the Summer Break.... D: Sorry <PERSON>, and <PERSON>. I can only RP for sometimes now... I need the energy to work.))",5,4,4,4,6.5008,4.3224
"saw the blind side last night, favorite football movie ever!",6,7,5,5,5.504,4.994285714285714
Thanks guys! Had a great b-day in GA with the fam.,6,7,5,5,8.504,5.548
"is getting ready to take the youngest to see the princess and the frog, should be fun!",6,7,5,5,6.88,4.594285714285714
"India Foxtrot Yankee Oscar Uniform <PERSON> Alpha November Uniform November Delta Echo<PERSON> Sierra Tango Alpha November Delta Tango Hotel India Sierra,<PERSON> Oscar Papa Yankee Alpha November Delta Papa Alpha Sierra Tango Echo Tango <PERSON> Yankee Oscar Uniform Romeo Sierra Tango Alpha Tango Uniform Sierra!!!",5,6,6,7,5.988333333333334,4.128333333333332
The weekend is almost here!  YAY!,6,7,6,6,7.152000000000001,5.8
i am so bored,4,4,1,2,2.224,2.336
What the hell is a tweet?,4,4,3,4,3.716,6.632
We tied South but soooo should hav won!!!!!,5,3,7,7,5.496,3.12
got sick......resting......,4,4,1,3,1.832,4.448
Reliving his childhood,5,5,1,1,7.92,4.304
me to mom: remember that time i got a LD mom: phsch,5,5,2,1,7.468,3.7640000000000002
I am Logizomechanophobic!,5,5,6,5,1.0,1.0
ROLL TIDE!!!!!,5,5,7,9,5.04,5.264
uhh i hate it when the instutor lets us go early and i have to wait anthor hour for my next class to start.,4,3,4,5,5.047000000000001,4.181
Thank you all for the thinking about me:)  God I am getting old.,6,6,4,5,6.692,3.916
I made some really tasty mac n cheese soup tonight.  It was yummy!,6,6,5,4,7.3580000000000005,4.7219999999999995
"Will i ever get to where i'm going.... if i do, will i know when i am there?  If the wind blew me in the right direction, would i even care.... i would.",5,5,1,3,6.291636363636365,4.3447272727272725
Just told all the 6th Graders at my school that Santa is a magical ninja who will kill for cookies and they belived me. Love this job.,6,7,4,3,6.496888888888889,5.501333333333333
Brought my truck back from the dead yesterday... yee haw!  OMG zombie truck...,6,7,5,6,4.053714285714285,4.317714285714285
Bummer...my Cowboys.....,4,3,2,3,2.3040000000000003,5.0
"They just robbed that man on So You Think You Can Dance\!!!!\""""",4,3,6,7,7.06,5.069999999999999
birthdays don't feel like birthdays anymore,4,2,3,3,7.0840000000000005,4.82
"Through the mayer's ruined head, the boy steps through the window and cries out from the ledge to the people below. Theres a time to pray and theres a time to fight. Anything can be a weapon if your holding it right. Defend what is yours, they will not take our souls. It's time not to rise, and fight.' Save Our City - Ludo",6,5,1,3,5.731999999999999,4.607333333333335
WTF! Why do i now own the season set of Glee? Because it rocks!,6,7,5,7,5.873600000000001,4.5664
Time to finish moving all my stuff.... lets hope it doesn't take too long,5,5,3,1,6.110857142857142,4.387428571428572
HAPPY THANKSGIVING,6,6,5,5,8.708,5.736
Lil <PERSON> walks in the bedroom and dad has mom bent over going at it. Dad winks at <PERSON> and <PERSON> leaves. Dad thinks he better talk to <PERSON>. After looking through the whole house dad finds <PERSON> upstairs with grandma bent over putting it to her hard. Dad flips out. What the hell are you doing?<PERSON> winks and says...... Not so funny when its your mom huh bitch?!,4,5,4,4,6.3393684210526295,4.521684210526316
YOUMACON WAS ABSOLUTELY AMAZING GONNA START GETTING READY FOR NEXT YEAR VERY SOON,7,7,6,8,6.804,4.878
Babe I'm not drowning in your silent eyes. So who died and make you king of anything?,3,5,3,3,5.628,4.6
Thx all for the well wishes!,6,6,4,4,5.496,4.4
<PERSON> and <PERSON> are in New York on a cub scout overnight on the SS Littlerock. <PERSON> and I had a great afternoon shopping with no guys complaining about how long we were taking! Wonderful.,6,7,5,3,7.1370000000000005,5.109999999999999
Really tired this evening.  Been cleaning all day and now its time to relax and call it a day.  Good Monday everyone.,6,5,2,1,6.048,3.639111111111111
"Caaaan't sleep D:,And I've got to wake up in a few hours for work D: D: D:",3,3,3,6,6.701333333333333,4.082666666666666
JIMI HENDRIX NEVER DIED GOD TOOK HIM TO HEAVEN TO TEACH TO PLAY GUITAR,6,7,4,8,6.561333333333334,5.493333333333333
"With so many records broken in one Daytona, it only makes sense for the winner to be historical as well. Awesome freakin' finish, huge congrats to Trevor Bayne! Just awesome!",6,7,6,5,6.528727272727273,5.501818181818182
Is Not really up for it today.,4,4,2,3,7.4479999999999995,3.448
what a blessed night thank you all for coming betufill double ritual night again thank you to all who came,6,7,3,4,6.727,4.092
Oftn usd to say ma momm tat i vud neva miss her .. Bt 2dae am missin her .. 2 mch ... Luv u mom .. !!,6,3,5,6,6.0,4.032
I think I have to go back to work tomorrow.,5,5,1,1,6.335999999999999,4.418666666666667
Just about time to roll for FNM with White Eldrazi. We'll see how she plays.,5,5,2,1,5.8740000000000006,3.48
Movie with the pops. Stoked.,6,6,4,2,7.336,5.48
im freakin bored somebody suggest something to do other than come up  with different ways to kill myself,4,4,3,3,4.7490000000000006,4.58
iz very tired...................,4,5,2,3,2.0,3.536
poppin' champagne,6,5,3,1,7.08,5.8
Today I am thankful that I live in a world were technology is so advanced and options are so great that almost anything is possible!  I also like that I have been able to watch and be part of this technological revolution moving from a bag phone up to seeing this droid that is just to cool!,6,8,4,6,6.707047619047619,4.582857142857142
is gonna die of lack of sleep one day.,4,5,2,1,4.6176,3.8495999999999997
Merry Christmas Everybody... Getting ready for 2010 its on its way... :-),6,7,4,4,7.376,4.827999999999999
will not be traveling outside of a three mile radius of my apartment with my mother ever again.,4,4,3,2,6.6129999999999995,4.164999999999999
Interview for Nashville fire department! Pray that I do well.,6,6,5,5,5.872,5.171200000000001
Goodluck guys!...,7,6,6,5,1.0,1.0
i still cant belive that im going to go for my permit tommarow.,6,5,5,3,5.9719999999999995,4.16
"We only live once .. but if we live it right, once is enough :)",6,7,4,3,7.666666666666667,5.528
Today has been long but productive.  I think I will relax in the jacuzzi and then jump into bed.  The best part of every day must be the end.,6,6,3,2,6.225846153846155,4.0510769230769235
is thinking that maybe agreeing to another shift after a full 12-hour night shift may have been a bad idea...even if it is only 2 hours this time! I can sleep in about 4 hours :),6,6,3,4,5.917142857142856,4.135428571428572
<PERSON> is going insane!,5,5,5,5,1.496,6.36
"I need Chicken in Farmville, Please HELP HELP HELP!",4,4,6,7,5.9968,4.6688
Who hasn't seen the Schroderhuis yet? Join me in shame! Audiotour tomorrow at 3 or 4.,5,5,5,3,5.216,5.069333333333334
lil mans movin around so much i feel like im havin ticks.....,4,5,3,3,7.0840000000000005,4.82
just finished watching platoon. Definitely not recommended for those with a weak stomach.,4,5,3,1,4.01,4.46
Meh,4,5,1,2,4.04,3.2880000000000003
On my way to Toowoomba!!!!! Woohoo....... Now the wait at the airport for me ruddy plane stuff!,6,7,8,8,5.243428571428572,4.598857142857143
Bored...cant wait for <PERSON> ta come over so that i have someone ta talk to...really need ta talk ta someone,4,3,1,3,5.387428571428572,3.5805714285714285
woching NFL :) HD tv allmost makes up for not haveing foxtel eny more,6,6,4,4,5.976,4.04
curses im too gulible. (wtf. i just curses....),4,4,3,3,1.0,1.0
time to get rdy for work T_T 2-10 i cant do anything with my day,4,4,3,1,6.5232,4.672
Just got back from camping. :],6,6,4,4,5.364,4.5280000000000005
tryouts 2day!!! im so excited,7,7,7,7,6.592,7.132
awwwwwwww the cowboys r losing...........stupid vikings,4,3,4,4,1.836,5.784
missed!,5,5,5,5,1.0,1.0
ha sucks fer trevor,4,5,4,3,1.92,6.4639999999999995
I HAVE NO MORE HAIR I WILL POST a pic later so im going to get ready and see what I got in store for me today peace,5,5,4,3,6.6744,3.928
"Last night was amazing! Not only did I see Anthony Rapp and Adam Pascal's LAST performance of RENT, but we also ended the night at 3 Fires Lounge were the whole cast was celebrating!",7,8,7,6,5.991272727272727,4.948363636363636
"Weeded, tilled, weeded some more, composting, and fixing to till some more.",5,5,2,1,4.92,3.616
Thanks for all the B day wishes!!,7,7,6,4,7.548,3.964
Thinks waking up at 6:00 is punishment from god,4,4,2,3,4.364,6.372
A minute of action is equal to an infinite amount of prayer.,5,5,2,1,6.538666666666668,4.436
a magical/super power i'd like to have would be able to see auras and other psycic powers. How awesome would life be if i had those abilities.,6,5,3,1,6.731999999999999,4.737714285714286
after living a certain way for so long can someone truly change who they are?,5,5,2,1,6.244,4.372
feels gud to be back on fb.. all my frenz r here/ missd u all,6,7,2,3,5.432,3.372
i dont know what to wrtie in the box,5,5,1,1,6.0600000000000005,3.16
"dam fresh memories....that shit was too funny cuzin! man i had a ball wit you and kinfolks!lmao! dont trip, im comin in december fa sho. i know ms.mom gonna be feastin around that time too... oh im there! and this time maybe we can make it to your pad!lmao! love you cuzo.peace",7,9,6,6,6.599555555555555,4.509333333333334
